eod_ts,Dp,Ex,Mc,Rs,Ra,Os,Cs,Rp,Rm,Dc,La,Pf,Cp,Ds,fcal_ts,lcal_ts
2018-10-31 21:00:00,0.0,0.0,0.0,10.0,8.673094882765934,5.991666666666665,3.9292452830188696,0.0,0.0,0.0,0.0,3.294101366007768,0.0,0.2976190476190476,2018-10-31 23:00:00.000,2020-08-24 16:52:18.294
2018-11-01 21:00:00,0.06666666666666668,0.05555555555555556,0.0,10.0,8.673094882765934,6.283333333333332,3.9292452830188696,0.0,0.0,0.0,0.0,9.824510735890204,1.8988878227275958,0.5954556853305635,2018-11-01 23:00:00.000,2020-08-24 16:52:18.294
2018-11-02 21:00:00,0.13333333333333333,0.11111111111111112,0.0,10.0,4.686321298067945,7.783333333333332,3.9292452830188696,0.0,0.0,0.0,0.0,9.961206500550503,1.8988878227275958,0.8936758703571804,2018-11-02 23:00:00.000,2020-08-24 16:52:18.294
2018-11-05 22:00:00,0.2,0.16666666666666669,0.0,10.0,4.686321298067945,6.541666666666668,5.441176470588234,0.0,0.0,0.0,0.0,9.882574960963575,4.531513356461847,1.1922097639429667,2018-11-06 00:00:00.000,2020-08-24 16:52:18.294
2018-11-06 22:00:00,0.26666666666666666,0.22222222222222224,0.0,10.0,4.686321298067945,6.541666666666668,5.441176470588234,0.0,0.0,0.0,0.0,9.703954067547263,5.159270578155314,1.4913625630309524,2018-11-07 00:00:00.000,2020-08-24 16:52:18.294
2018-11-07 22:00:00,0.3023719960375493,0.25197666336462443,0.0,10.0,5.725013182294052,6.169047619047618,5.441176470588234,0.0,0.0,0.0,0.0,9.993147983528472,5.5699241192473785,1.7912195857624598,2018-11-08 00:00:00.000,2020-08-24 16:52:18.294
2018-11-08 22:00:00,0.3207529664766309,0.26729413873052577,0.0,10.0,8.198312859354276,7.251811594202898,5.331632653061225,0.0,0.0,0.0,0.0,9.99993716685668,4.516175792020187,2.092235769126796,2018-11-09 00:00:00.000,2020-08-24 16:52:18.294
2018-11-09 22:00:00,0.3491227398544545,0.2909356165453788,0.0,10.0,8.773552181958774,7.583333333333332,5.262681159420291,0.0,0.0,0.0,0.0,9.999739223695126,4.401741112652997,2.393945527322229,2018-11-10 00:00:00.000,2020-08-24 16:52:18.294
2018-11-12 22:00:00,0.3659920453934092,0.3049933711611743,0.0,10.0,9.02049798519691,7.544444444444442,4.125,0.0,0.0,0.0,0.0,9.999989829095009,3.731961352301643,2.696842153667801,2018-11-13 00:00:00.000,2020-08-24 16:52:18.294
2018-11-13 22:00:00,0.37748985015998215,0.3145748751333185,0.0,10.0,9.225471318061489,7.5346153846153845,5.232558139534883,0.0,0.0,0.0,0.0,9.99952036036704,3.6630542388180936,3.0002017827026437,2018-11-14 00:00:00.000,2020-08-24 16:52:18.294
2018-11-14 22:00:00,0.3907736620409749,0.32564471836747905,0.0,10.0,9.495096098487544,8.005555555555556,5.0892857142857135,0.0,0.0,0.0,0.0,9.993678484768935,3.4917680059988903,3.303923381789104,2018-11-15 00:00:00.000,2020-08-24 16:52:18.294
2018-11-15 22:00:00,0.4098226935272901,0.3415189112727417,0.0,10.0,9.570825822974953,8.005555555555556,5.65595238095238,0.0,0.0,0.0,0.0,9.964281932853527,3.5120601424753017,3.6079287768182633,2018-11-16 00:00:00.000,2020-08-24 16:52:18.294
2018-11-16 22:00:00,0.42093387137076704,0.35077822614230586,0.0,10.0,9.570825822974953,7.527777777777778,5.65595238095238,0.0,0.0,0.0,0.0,9.972895657628172,3.519482304290595,3.912764814911033,2018-11-17 00:00:00.000,2020-08-24 16:52:18.294
2018-11-19 22:00:00,0.42367137312028347,0.35305947760023626,0.0,10.0,9.61728304204976,7.527777777777778,5.65595238095238,0.0,0.0,0.0,0.0,9.998202384123168,3.5859862206145783,4.219211281474715,2018-11-20 00:00:00.000,2020-08-24 16:52:18.294
2018-11-20 22:00:00,0.4342400917064691,0.36186674308872413,0.0,10.0,9.675061664210027,7.631045751633987,5.625,0.0,0.0,0.0,0.0,9.999653928101626,3.746943669005791,4.5269510530868535,2018-11-21 00:00:00.000,2020-08-24 16:52:18.294
2018-11-21 22:00:00,0.4511861261117694,0.3759884384264745,0.0,10.0,9.728256103256946,7.6342105263157904,7.322072072072072,0.0,0.0,0.0,0.0,9.998027102099682,3.708466910805376,4.835217968746047,2018-11-22 00:00:00.000,2020-08-24 16:52:18.294
2018-11-22 22:00:00,0.4646280918146337,0.3871900765121948,0.0,10.0,9.728256103256946,7.6342105263157904,7.322072072072072,0.0,0.0,0.0,0.0,9.999294048956989,3.6071237157327625,5.1446997723491,2018-11-23 00:00:00.000,2020-08-24 16:52:18.294
2018-11-23 22:00:00,0.4685272282589941,0.3904393568824951,0.0,10.0,9.728256103256946,7.6342105263157904,7.322072072072072,0.0,0.0,0.0,0.0,9.999289556550238,3.6961681325531535,5.455150692330131,2018-11-24 00:00:00.000,2020-08-24 16:52:18.294
