eod_ts,Dp,Ex,Mc,Rs,Ra,Os,Cs,Rp,Rm,Dc,La,Pf,Cp,Ds,fcal_ts,lcal_ts
2018-04-10 21:00:00,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2976190476190476,2018-04-10 23:00:00.000,2020-08-24 16:13:09.980
2018-04-11 21:00:00,0.0,0.0,0.0,10.0,10.0,9.881578947368421,9.471649484536082,0.0,0.0,0.0,0.0,7.99180529783849,0.0,0.5953003606461629,2018-04-11 23:00:00.000,2020-08-24 16:13:09.980
2018-04-12 21:00:00,0.06666666666666668,0.05555555555555556,0.0,10.0,10.0,9.881578947368421,9.471649484536082,0.0,0.0,0.0,0.0,7.324734691414013,0.6910235487161925,0.8930438481510571,2018-04-12 23:00:00.000,2020-08-24 16:13:09.980
2018-04-13 21:00:00,0.06666666666666668,0.05555555555555556,0.0,10.0,9.50873402059566,9.913291139240506,7.972222222222222,0.0,0.0,0.0,0.0,8.3270891066719,0.6910235487161925,1.1909615019529398,2018-04-13 23:00:00.000,2020-08-24 16:13:09.980
2018-04-16 21:00:00,0.13333333333333333,0.11111111111111112,0.0,10.0,2.1311638319555217,9.794857142857145,8.630952380952381,0.0,0.0,0.0,0.0,8.571081269264429,0.7695135054724772,1.4890800066865406,2018-04-16 23:00:00.000,2020-08-24 16:13:09.980
2018-04-17 21:00:00,0.2,0.16666666666666669,0.0,10.0,2.1311638319555217,9.794857142857145,8.630952380952381,0.0,0.0,0.0,0.0,8.432266779464573,0.5355875746211558,1.787349320441067,2018-04-17 23:00:00.000,2020-08-24 16:13:09.980
2018-04-18 21:00:00,0.2,0.16666666666666669,0.0,10.0,2.1311638319555217,9.794857142857145,8.630952380952381,0.0,0.0,0.0,0.0,8.432266779464573,0.5967383817777379,2.0857692218779107,2018-04-18 23:00:00.000,2020-08-24 16:13:09.980
2018-04-19 21:00:00,0.2,0.16666666666666669,0.0,10.0,2.6295821455218666,9.724,8.28888888888889,0.0,0.0,0.0,0.0,8.145921739534284,0.6578954042633789,2.3843262635954634,2018-04-19 23:00:00.000,2020-08-24 16:13:09.980
2018-04-20 21:00:00,0.26666666666666666,0.22222222222222224,0.0,10.0,3.4611987033177893,9.76,7.987037037037037,0.0,0.0,0.0,0.0,8.032056148925216,0.6445935984464937,2.683056188873308,2018-04-20 23:00:00.000,2020-08-24 16:13:09.980
2018-04-23 21:00:00,0.3333333333333333,0.2777777777777778,0.0,10.0,3.854902084406248,9.662237762237762,8.1,0.0,0.0,0.0,0.0,8.533276822493466,0.6565718850872311,2.982184472202623,2018-04-23 23:00:00.000,2020-08-24 16:13:09.980
2018-04-24 21:00:00,0.4,0.33333333333333337,0.0,10.0,3.993502523869549,9.71352380952381,8.175641025641022,0.0,0.0,0.0,0.0,8.784123034331722,0.6455331028136169,3.2817138354317117,2018-04-24 23:00:00.000,2020-08-24 16:13:09.980
2018-04-25 21:00:00,0.4666666666666667,0.3888888888888889,0.0,10.0,4.196126746035341,9.71352380952381,8.243650793650794,0.0,0.0,0.0,0.0,8.910537198278393,0.6431926615893689,3.5816428470711466,2018-04-25 23:00:00.000,2020-08-24 16:13:09.980
2018-04-26 21:00:00,0.5044922311154163,0.4204101925961803,9.827815835049538,10.0,4.5889264467471795,9.726,8.466666666666667,8.392034173978423,9.99,7.36612768258483,4.255199849311035,8.977052307053695,0.6285726344278334,3.8819738056914628,2018-04-26 23:00:00.000,2020-08-24 16:13:09.980
2018-04-27 21:00:00,0.5391581026986914,0.44929841891557615,9.893838014440446,9.807218592544352,4.909515390709865,9.702196078431372,8.466666666666667,8.392034173978423,9.99,7.36612768258483,3.991102832835654,8.903471634149646,0.5947060332973537,4.182616492049431,2018-04-27 23:00:00.000,2020-08-24 16:13:09.980
2018-04-30 21:00:00,0.5603892578280555,0.4669910481900463,9.897985199151947,9.791718313742406,5.906163456105023,9.705052631578948,8.248245614035088,8.352528829340061,9.99,6.802822480352232,4.600082744935887,9.400735737640616,0.5923977221708949,4.484199604570894,2018-04-30 23:00:00.000,2020-08-24 16:13:09.980
2018-05-01 21:00:00,0.6148786423616056,0.5123988686346713,9.858819515028914,9.657583025309973,6.180320577901111,9.680487804878046,8.13888888888889,8.414814032265499,9.99,6.676182456999348,4.600082744935884,9.266185038678607,0.5957462488201086,4.786072938492469,2018-05-01 23:00:00.000,2020-08-24 16:13:09.980
2018-05-02 21:00:00,0.6626721920281284,0.552226826690107,9.86447090869868,9.50566532251232,6.25195038916202,9.599632578077161,7.879468599033816,8.398671212218682,9.99,6.3845171049734875,4.600082744935887,9.68604973053992,0.5575289680519397,5.089223691370169,2018-05-02 23:00:00.000,2020-08-24 16:13:09.980
2018-05-03 21:00:00,0.673147000233687,0.5609558335280725,9.863786372923832,9.373131400195108,6.553596301576025,9.62443181818182,8.088888888888889,8.450948841915768,9.99,6.481402418566757,4.600082744935887,9.68432882425891,0.533374214482519,5.3929658714627315,2018-05-03 23:00:00.000,2020-08-24 16:13:09.980
2018-05-04 21:00:00,0.7006875894609761,0.5839063245508135,9.893030611754273,9.227181490307382,6.984188140199682,9.67702564102564,8.088888888888889,8.450948841915768,9.99,6.481402418566757,5.227121041408302,9.652142809909087,0.522240803223048,5.697221793532751,2018-05-04 23:00:00.000,2020-08-24 16:13:09.980
2018-05-07 21:00:00,0.7399016755037677,0.6165847295864731,9.921342026596813,9.108085658065818,8.387271810004561,9.65319540229885,8.048579401319127,8.363194947594314,9.99,6.593556877465911,5.872858166350607,9.8047684100837,0.5354758422263018,6.002409728697424,2018-05-07 23:00:00.000,2020-08-24 16:13:09.980
2018-05-08 21:00:00,0.8026670578691666,0.6688892148909722,9.895389003346953,8.938467853519633,8.787425847093038,9.563781818181818,8.244047619047619,8.418811156815291,9.99,5.861921657950005,4.886220688387142,9.81509729668561,0.5528950270666434,6.308325743563744,2018-05-08 23:00:00.000,2020-08-24 16:13:09.980
2018-05-09 21:00:00,0.8759683257896682,0.7299736048247235,9.898749622881816,8.707585146245341,8.787425847093038,9.563781818181818,8.36781999095432,8.471708474691027,9.99,5.901161300678765,4.886220688387142,9.817862556897753,0.553343105311187,6.614952122066686,2018-05-09 23:00:00.000,2020-08-24 16:13:09.980
2018-05-10 21:00:00,0.8863372598126299,0.7386143831771916,9.90813502204944,8.707585146245341,8.787425847093038,9.563781818181818,8.36781999095432,8.471708474691027,9.99,5.901161300678765,4.886220688387142,9.793163579187032,0.5350651962164245,6.922138393384457,2018-05-10 23:00:00.000,2020-08-24 16:13:09.980
2018-05-11 21:00:00,0.8863372598126299,0.7386143831771916,9.905730264951373,8.490655674513869,8.932578513883595,9.592,8.36781999095432,8.471708474691027,9.99,5.901161300678765,4.886220688387128,9.828345609117957,0.5479521658066064,7.230103312190101,2018-05-11 23:00:00.000,2020-08-24 16:13:09.980
2018-05-14 21:00:00,0.9239943966965076,0.769995330580423,9.88398724722752,8.174731770127933,9.08623096099492,9.563805405405406,8.151544401544403,8.554193561016929,9.99,5.990002963964058,5.28511547580604,9.841441567806466,0.5738606370127364,7.538889932411691,2018-05-14 23:00:00.000,2020-08-24 16:13:09.980
2018-05-15 21:00:00,0.9689791477833168,0.807482623152764,9.885612026203876,7.876921493281491,9.19664357990976,9.559671794871797,8.448402690205969,8.536766912463612,9.99,6.030378495781597,5.285115475806038,9.889951826709453,0.565457732273082,7.8488334672351465,2018-05-15 23:00:00.000,2020-08-24 16:13:09.980
2018-05-16 21:00:00,0.9990158522104152,0.8325132101753461,9.899912218142743,7.5371351747994995,9.19664357990976,9.578,8.527777777777779,8.529455432000303,9.99,6.059949951177581,5.285115475806038,9.896657610487106,0.5601060031817436,8.159641007179388,2018-05-16 23:00:00.000,2020-08-24 16:13:09.980
2018-05-17 21:00:00,1.0,0.8333333333333334,9.90209701388763,7.247470775719362,9.321612878641488,9.545041860465117,8.05931855500821,8.529455432000303,6.708544762442851,6.024779579336872,2.8334320116870715,9.08182199921722,0.5534544211182266,8.46777085393001,2018-05-17 23:00:00.000,2020-08-24 16:13:09.980
2018-05-18 21:00:00,1.050128188034158,0.8751068233617983,9.908771900306746,7.010674505643232,9.475363493151118,9.638099290780142,8.13478522681654,8.42441291185644,6.708544762442851,5.8432720559482645,3.1321189594981136,9.386357119286787,0.5630440726026229,8.777329015844726,2018-05-18 23:00:00.000,2020-08-24 16:13:09.980
2018-05-21 21:00:00,1.1156788391854926,0.9297323659879104,9.886966507239496,6.803924878081667,9.511425573024033,9.62,7.683333333333334,8.446363867380493,6.592459095080667,5.7695035209410594,2.4628852340086063,7.5229106038068965,0.5732844965083321,9.083450514962404,2018-05-21 23:00:00.000,2020-08-24 16:13:09.980
2018-05-22 21:00:00,1.1547571073817513,0.9622975894847928,9.892871601943913,6.803924878081667,9.511425573024033,9.62,7.683333333333334,8.446363867380493,6.592459095080667,5.7695035209410594,2.4628852340086063,7.479939968186287,0.5620187589259551,9.389798714422767,2018-05-22 23:00:00.000,2020-08-24 16:13:09.980
2018-05-23 21:00:00,1.1547571073817513,0.9622975894847928,9.888465536002963,6.611591031298637,9.526256271399275,9.62,7.683333333333334,8.446363867380493,6.592459095080667,5.7695035209410594,2.3834250043780254,6.928726624350477,0.5718650601337489,9.695504536342565,2018-05-23 23:00:00.000,2020-08-24 16:13:09.980
