,close,max,min,open
2019-09-15 21:00:00,112.22,112.22,112.22,112.22
2019-09-15 22:00:00,112.22,112.22,112.22,112.22
2019-09-15 23:00:00,112.22,112.22,112.22,112.22
2019-09-16 00:00:00,112.22,112.22,112.22,112.22
2019-09-16 01:00:00,112.22,112.22,112.22,112.22
2019-09-16 02:00:00,112.22,112.22,112.22,112.22
2019-09-16 03:00:00,112.22,112.22,112.22,112.22
2019-09-16 04:00:00,112.22,112.22,112.22,112.22
2019-09-16 05:00:00,112.22,112.22,112.22,112.22
2019-09-16 06:00:00,112.22,112.22,112.22,112.22
2019-09-16 07:00:00,112.22,112.22,112.22,112.22
2019-09-16 08:00:00,112.22,112.22,112.22,112.22
2019-09-16 09:00:00,112.22,112.22,112.22,112.22
2019-09-16 10:00:00,112.22,112.22,112.22,112.22
2019-09-16 11:00:00,112.22,112.22,112.22,112.22
2019-09-16 12:00:00,112.22,112.22,112.22,112.22
2019-09-16 13:00:00,112.22,112.22,112.22,112.22
2019-09-16 14:00:00,112.22,112.22,112.22,112.22
2019-09-16 15:00:00,112.22,112.22,112.22,112.22
2019-09-16 16:00:00,112.22,112.22,112.22,112.22
2019-09-16 17:00:00,112.22,112.22,112.22,112.22
2019-09-16 18:00:00,112.22,112.22,112.22,112.22
2019-09-16 19:00:00,112.22,112.22,112.22,112.22
2019-09-16 20:00:00,112.22,112.22,112.22,112.22
2019-09-16 21:00:00,112.22,112.22,112.22,112.22
2019-09-16 22:00:00,112.22,112.22,112.22,112.22
2019-09-16 23:00:00,112.22,112.22,112.22,112.22
2019-09-17 00:00:00,112.22,112.22,112.22,112.22
2019-09-17 01:00:00,112.22,112.22,112.22,112.22
2019-09-17 02:00:00,112.22,112.22,112.22,112.22
2019-09-17 03:00:00,112.17,112.36,112.06,112.19
2019-09-17 04:00:00,112.13,112.22,112.12,112.18
2019-09-17 05:00:00,112.15,112.27,112.1,112.12
2019-09-17 06:00:00,112.52,112.53,112.13,112.15
2019-09-17 07:00:00,112.52,112.53,112.13,112.15
2019-09-17 08:00:00,112.52,112.53,112.13,112.15
2019-09-17 09:00:00,112.52,112.53,112.13,112.15
2019-09-17 10:00:00,112.52,112.53,112.13,112.15
2019-09-17 11:00:00,112.52,112.53,112.13,112.15
2019-09-17 12:00:00,112.52,112.53,112.13,112.15
2019-09-17 13:00:00,112.52,112.53,112.13,112.15
2019-09-17 14:00:00,112.52,112.53,112.13,112.15
